"team","metric.type","forecast.week","season","metric","location","data.type","prediction.target"
"new","AE",20,"2009/2010",1.19103175938387,"iquitos","test","peakinc"
"new","AE",20,"2009/2010",49.2278533921371,"iquitos","test","seasoninc"
"new","LS",24,"2009/2010",-4.09077369806253,"iquitos","test","peakweek"
"new","LS",24,"2009/2010",-2.49695048966302,"iquitos","test","peakinc"
"new","LS",24,"2009/2010",-2.01761410165553,"iquitos","test","seasoninc"
"new","AE",24,"2009/2010",14,"iquitos","test","peakweek"
"new","AE",24,"2009/2010",10,"iquitos","test","peakinc"
"new","AE",24,"2009/2010",164.443530053063,"iquitos","test","seasoninc"
"new","LS",28,"2009/2010",-2.86096583285719,"iquitos","test","peakweek"
"new","LS",28,"2009/2010",-1.52790191598527,"iquitos","test","peakinc"
"new","LS",28,"2009/2010",-1.40304050434702,"iquitos","test","seasoninc"
"new","AE",28,"2009/2010",2,"iquitos","test","peakweek"
"new","AE",28,"2009/2010",8.76585644531643,"iquitos","test","peakinc"
"new","AE",28,"2009/2010",130.260721040033,"iquitos","test","seasoninc"
"new","LS",32,"2009/2010",-1.7779145333933,"iquitos","test","peakweek"
"new","LS",32,"2009/2010",-0.0736916533459907,"iquitos","test","peakinc"
"new","LS",32,"2009/2010",-0.581826580288079,"iquitos","test","seasoninc"
"new","AE",32,"2009/2010",0,"iquitos","test","peakweek"
"new","AE",32,"2009/2010",0.0872701625189052,"iquitos","test","peakinc"
"new","AE",32,"2009/2010",43.2384762425506,"iquitos","test","seasoninc"
"new","LS",36,"2009/2010",-0.149484450470284,"iquitos","test","peakweek"
"new","LS",36,"2009/2010",-0.0263935501055344,"iquitos","test","peakinc"
"new","LS",36,"2009/2010",-0.268661048940187,"iquitos","test","seasoninc"
"new","AE",36,"2009/2010",0,"iquitos","test","peakweek"
"new","AE",36,"2009/2010",0,"iquitos","test","peakinc"
"new","AE",36,"2009/2010",47.3593447445227,"iquitos","test","seasoninc"
"new","LS",40,"2009/2010",-0.0386364835658525,"iquitos","test","peakweek"
"new","LS",40,"2009/2010",-0.0157527340157767,"iquitos","test","peakinc"
"new","LS",40,"2009/2010",-0.128255789062907,"iquitos","test","seasoninc"
"new","AE",40,"2009/2010",0,"iquitos","test","peakweek"
"new","AE",40,"2009/2010",0,"iquitos","test","peakinc"
"new","AE",40,"2009/2010",44.957346679679,"iquitos","test","seasoninc"
"new","LS",44,"2009/2010",-0.0446948403890112,"iquitos","test","peakweek"
